4371	The French DTT platform is known as TNT, which stands for TV numerique terrestre or digital terrestrial television.France has become the last big European country to launch a digital terrestrial TV (DTT) service.Digital terrestrial TV will launch as a free-to-air platform to start with, adding pay-TV channels later.Up to 15 pay-TV channels will launch on DTT between September 2005 and March 2006.TNT expects between 700,000 and one million DTT set-top boxes to be sold in 2005.Almost 60% of UK households have gone digital on at least one television set through cable, satellite or Freeview.In the three months to September 2004, almost five times as many people signed up to the UK's free-to-air DTT service compared with Sky.A recent survey by Mediametrie found that 70% of people interviewed were aware of DTT, and 25% were planning to buy a digital receiver.Digital terrestrial set-top boxes are available from as little as 70 euros (£50).Recent figures from the UK's regulator Ofcom showed Freeview was more popular than the Sky digital satellite service."France is the poorest market in Europe in terms of free-to-air national channels, so it has the potential to be one of the biggest DTT markets," Mr Gerolami added in remarks quoted by the US entertainment industry paper Variety."We think free DTT could put brakes on the underlying growth of pay-TV in France," said Henri de Bodinat, vice-president of the Arthur D. Little consultancy.Despite the long wait for a French DTT roll-out, the new platform's backers hope to emulate the success of its UK free-to-air counterpart, Freeview.	tech
4386	One of the problems with video phones is people don't really know what to video.There are currently about 1.3 million video phones in use in the UK and three times more single people in Britain than there were 30 years ago, With more people buying video mobiles, 3G dating could be the basis for a successful and safe way to meet people.The lure once was that you could hide behind the technology, but now video phones are in on the act to add vision.Hundreds have submitted a mobile video profile to win a place at the world's first video mobile dating event.Whether it does actually provide an interesting match for video phone technologies remains to be seen.With a video meeting, you really have the barrier of the phone so if you don't like them you don't have to suffer the embarrassment."With money being made through more adult-themes content and services which let people meet and chat, the revenue streams for mobile carriers will grow with 3G, thinks Paolo Pescatore mobile industry specialist for analysts IDC.The event, organised by the 3G network, 3, could catch on as the trend for unusual dating events, like speed dating, continues.The impetus was the growing number of people with handsets that could access the net, and the growth of 3G technologies.Dating services and other more adult match-making services are proving to be a strong stream of revenue worth millions for mobile companies.Lots people are quite shy and they feel vulnerable."One is chatting and the dating element is key there," he said.But the barrier that comes with SMS chat and online match-making is that the person behind the profile may not be who they really are.Flic Everett, journalist and dating expert for Company magazine and the Daily Express, thinks technology has been liberating for some nervous soul-mate seekers."The foundation has been set by SMS and companies are using media like MMS and video to grow the market further."So checking out a potential date by video phone also gives singletons a different kind of barrier, an extra layer of protection; a case of WLTS before WLTM.	tech
171	Deutsche Boerse, the German stock exchange that is trying to buy its London rival, has said it will boost its 2004 dividend payment by 27%.Deutsche Boerse is "trying to buy them off in a sense", he said."Most of the disgruntled shareholders of Deutsche Boerse are complaining that the money that is being used for the bid could be better placed in their hands, paid out in dividends," Mr Faraj continued.Frankfurt-based Deutsche Boerse has offered £1.3bn ($2.48bn; 1.88bn euros) for the London Stock Exchange.Deutsche Boerse also said profit in the three months to 31 December was 120.7m euros ($158.8m; £83.3m).	business
1247	The pop star cancelled her Onyx Hotel tour last June after suffering a knee injury during a video shoot.The Onyx Hotel tour was cited as "a highly crafted production which included the well-known music and dancing of Spears, supported by elaborate costumes, complex choreography as well as cutting-edge video production, lighting and other effects".Singer Britney Spears is suing eight insurance companies that have refused to reimburse her for cancelling her 2004 world tour.In September Spears married Kevin Federline, who had been a dancer on the aborted tour.The 22-year-old star initially missed a number of shows on the 82-date tour after injuring her knee during a show in Illinois last March.	entertainment
3438	Reacting to a disputed comment by All England Club chairman Tim Phillips, the American said: "I think it is highly insulting if prize money is taken away."Somebody, I think it was Mr Phillips, said they won't have money for flowers at Wimbledon.Men's tennis is exciting as well, but the women have it right now.Davenport was speaking following the announcement that this week's Dubai Duty Free event will join the US and Australian Opens in offering equal prize money for women.World number one Lindsay Davenport has criticised Wimbledon over the issue of equal prize money for women.Serena Williams, who is also in Dubai, added: "I'm obviously for equal prize money.	sport
380	India will allow domestic commercial airlines to fly long haul international routes, a move it hopes will stoke competition and drive down prices.Jet Airways is India's premier private domestic carrier; Air Sahara is ranked third in the category.India is looking to develop its airline industry as booming economic growth drives demand for travel.Jet Airways and Air Sahara are the two companies that will benefit initially.Monica Chadha, BBC Delhi reporter, said air travel in India had increased by almost 20% from the previous year and was expected to rise even further.	business
161	Ms Druyun had talks with Mr Sears in October 2002 about working for Boeing, while she was still a top procurement official within the Pentagon.Mr Sears told prosecutors that no other Boeing officials were aware that Ms Druyun was still responsible for major procurement decisions at the time she was discussing a job with Boeing.Boeing sacked Mr Sears and Ms Druyun in November 2003 after allegations that they had violated company recruitment policy.Ms Druyun admitted that she had steered multi-billion dollar contracts to Boeing and other favoured companies.The Pentagon subsequently revoked $1bn worth of contracts assigned to Boeing and prohibited the Seattle-based company from future rocket work.Boeing lost a $23bn government contract after a Pentagon inquiry into the case.Ms Druyun is currently serving a nine month sentence for favouring Boeing when awarding lucrative contracts.Boeing was sued by Lockheed Martin after its rival accused it of industrial espionage during a 1998 contract competition.	business
4399	This goes to the heart of the European project, and even those who do not care about software or patents should be worried.But small companies, and the free and open software movement do not have any patents to trade.More directly, once software patents are granted then any programmer will have to worry that the code they are writing is infringing someone else's patent.They have legal departments and, more crucially, patents of their own which they can trade or cross-license with other patent holders.A new European directive could put software writers at risk of legal action, warns former programmer and technology analyst Bill Thompson.The same does not hold for a patent.After all, how much fuss can you generate about the Directive on the Patentability of Computer-Implemented Inventions, and the way it amends Article 52 of the 1973 European Patent Convention?If the directive goes through it has to be written into national laws and then there will be a steady stream of legal actions against small companies and open source products.It is a small invention, but Amazon made it to the patent office first and now owns it.Much of the really useful software we use every day, programs like the Apache web server, the GNU/Linux operating system and the fearsomely popular Firefox browser, is developed outside company structures by people who do not have legal departments to check for patent infringements.The new proposals go back to 2002, although argument about patentability of software and computer-implemented inventions has been going on since at least the mid-1980s.If it gets its way, the Dutch government will conclude its presidency of the European Union by pushing through a controversial measure that has been rejected by the European Parliament, lacks majority support from national governments and will leave millions of European citizens in legal limbo and facing the possibility of court cases against them.The new directive will limit innovation by forcing programmers to spend time checking for patent infringements or simply avoiding working in potentially competitive areas.It will let large companies patent all sorts of ideas and give legal force to those who want to limit their competitors' use of really obvious ideas.The proposed directive is supported by many of the major software companies, but this is hardly surprising since most of them are US-based and they have already had to cope with a legal environment that allows patents.Many observers of the computing scene, including myself, think the results will be disastrous for small companies, innovative programmers and the free and open source software movement.If it was pointed out that one of my articles contained a substantial chunk of the poem then I could defend myself in court by claiming that I had simply made it up and it was coincidence.A patent gives the owner the right to stop anyone else using their invention, even if the other person invented it separately.	tech
4173	The US is poised to push Japan off the top of the supercomputing chart with IBM's prototype Blue Gene/L machine.But in September, IBM said that another Blue Gene/L machine clocked up 36.01 teraflops, marginally surpassing the Earth Simulator's performance.DOE test results show that Blue Gene/L has managed speeds of 70.72 teraflops.The Linux-based machine was reported to have reached a top speed of 42.7 teraflops in October.One area where Mr Donofrio sees supercomputing - and Blue Gene machines in particular - as crucial is health.The IBM Blue Gene/L is only a prototype and is one 5th the speed of the full version, due to be completed for the Livermore labs in 2005.The Blue Gene/L machine that will be completed next year will be five million times faster.Compared with the current fastest supercomputers, Blue Gene is designed to consume one 15th the power and be 10 times more compact.The current top machine, Japan's NEC Earth Simulator, clocks up 35.86.Since the first supercomputer, the Cray-1, was installed at Los Alamos National Laboratory in 1976, computational speed has leaped 500,000 times.Due next week, the Top 500 list officially charts the fastest computers in the world.He believes the machines can help scientists understand one of the greatest challenges of the 21st Century: protein folding.The US Secretary of Energy Spencer Abraham confirmed that the machine had reached the breakneck speed, according to the Linpack benchmark.The Cray-1 was capable of 80 megaflops (80 million operations a second).IBM's senior vice president of technology and manufacturing, Nick Donofrio, believes that by 2006, Blue Gene will be capable of petaflop computing.This means it would be capable of doing 1,000 trillion operations a second.	tech
4326	Macrovision says its new RipGuard technology will thwart most, but not all, of the current DVD ripping (copying) programs used to pirate DVDs.Macrovision said the new technology will work in "nearly all" current DVD players when applied to the discs, but it did not specify how many machines could have a problem with RipGuard.Macrovision said RipGuard would also prevent against "rent, rip and return" - where people would rent a DVD, copy it and then return the original.DVDs will be harder to copy thanks to new anti-piracy measures devised by copy protection firm Macrovision."RipGuard is designed to... reduce DVD ripping and the resulting supply of illegal peer to peer," said the firm.The new system works specifically to block most ripping programs - if used, those programs will now most likely crash, the company said.	tech
2264	There was little in terms of concrete proposals or what might form manifesto pledges, although the prime minister talked about a "New Labour manifesto that will be aimed at all sections of society".And there was an insistence on the importance of the party continuing to operate as unremittingly "New" Labour - although that may continue to irritate his chancellor.Under what is to be the general election slogan "Britain is working", the prime minister time and again insisted the future direction would be unremittingly New Labour.His was more a speech designed to remind people, and some in his own party, precisely what New Labour stood for, and to leave them in no doubt there would not be any shrinking away from that approach.An unremittingly "New" Labour manifesto, as the prime minister is happy to make plain, will stress the importance of that - the belief patients and parents, for example, want a choice of good services before they start worrying about who has provided them.The prime minister used his speech to a selected audience in the south east to set out his broad brush election manifesto.With an election looming the next big speech from Gordon Brown will be closely examined for any signs of divisions and, in particular, the use of that little three letter word."Home ownership extended to its highest ever level and to families who have never before been able to afford it.Tony Blair's big speech will be looked back on as the performance that kicked off the election campaign."Every pupil in every secondary school guaranteed a place in university or a quality apprenticeship.	politics
1200	Former All Saints singer Natalie Appleton,31, walked out of the show after learning she would face a fifth so-called Bushtucker Trial.All four contestants still remain in I'm A Celebrity ... Get Me Out Of Here as no evictions were made on the television show on Saturday.And on 26 November singer Brian Harvey quit as a contestant after he had a blazing row with Janet Street-Porter.Model Sophie Anderton was the last person to be voted off the ITV1 show, set in the Australian jungle.	entertainment
4338	Apple said the new iTunes music player would become Motorola's standard music application for its music phones.Third generation mobiles (3G) with the ability to handle large amounts of data transfer, like video, could drive people into upgrading their phones, but Ms Milanesi said it was difficult to say how quickly that would happen.Good design and the look of a mobile, as well as new services such as music downloads, could go some way to pushing up sales in 2005, said analysts.In July last year, Motorola and Apple announced a version of iTunes online music downloading service would be released which would be compatible with Motorola mobile phones.But the challenge will be balancing storage capacity with battery life if mobile music hopes to compete with digital music players like the iPod.Sony Ericsson just released its Walkman branded mobile phone, the W800, which combines a digital music player with up to 30 hours' battery life, and a two megapixel camera.This means mobile companies have to think carefully about what they are offering in new models so that people see a compelling reason to upgrade, said Gartner.It was not just about how the phone functioned, but about what it said about its owner.But there could be a slight slowdown in sales in European and US markets too, according to Gartner, as people wait to see what comes next in mobile technology.Nor would the rush to produce two or three megapixel camera phones be a reason for mobile owners to upgrade on its own.Ms Milanesi said more models would likely be released in the coming year with hard drives.More likely to drive sales in 2005 would be the attention to design and aesthetics, as well as music services.	tech
1073	Ray has been nominated in six Oscar categories including best film and best actor for Jamie Foxx.Oscar-nominated film biopic Ray has surpassed its US box office takings with a combined tally of $80m (£43m) from DVD and video sales and rentals.Ray director Taylor Hackford, responsible for the classic 1982 film An Officer and a Gentleman, has also received an Oscar nomination in the best director category.In its first week on home entertainment release the film was the number one selling DVD, with the limited edition version coming in at number 11.	entertainment
4162	Microsoft is trailing behind competitors like Google and AOL, which already offer services which make it easy for people to set up web journals.It is launching a test service to allow people to publish blogs, or online journals, called MSN Spaces.Competitors like Google already offer free services through its Blogger site, while AOL provides its members with journals.Blogs, short for web logs, have become a popular way for people to talk about their lives and express opinions online.It now estimates that the number of blogs in existence has exceeded 4.8 million, although some speculate that less than a quarter are regularly maintained.Accurate figures for the number of blogs in existence are hard to come by.	tech
1372	The boxing drama was named best picture and Eastwood pipped Scorsese to best director, while its stars Hilary Swank and Morgan Freeman won acting awards.Born into Brothels, about the children of prostitutes in Calcutta, was named best documentary, The Sea Inside was named best foreign language film and Finding Neverland got the accolade for best musical score.Many expected this to be Scorsese's year - but he was unsuccessful in the best director category for the fifth time in his career.Jamie Foxx picked up best actor for playing soul star Ray Charles in Ray.The Aviator took five prizes including best supporting actress for Cate Blanchett.Instead, Eastwood took his second Oscar for best director after winning for Unforgiven in 1993."It was a wonderful adventure," Eastwood said.Cate Blanchett, who won for playing late screen legend Katharine Hepburn in The Aviator, said her award was "an indescribable surprise and honour".In other awards, cartoon hit The Incredibles won best animated feature and best sound editing.Spider-Man 2 triumphed in the visual effects category, Ray won best sound mixing and Lemony Snicket's A Series of Unfortunate Events picked up best make-up.This was the fourth nomination of his career but his first win."That love for Ray Charles was deep down in the earth somewhere and you opened it up.Hilary Swank picked up her second best actress Oscar for playing a female boxer in Million Dollar Baby, beating stars including Annette Bening, Kate Winslet and Imelda Staunton.Morgan Freeman beat actors including Clive Owen, Jamie Foxx and Alan Alda to the prize for best supporting actor.And Jamie Foxx, who had two nominations this year, paid tribute to the "beautiful legacy" of soul legend Ray Charles, who died last year, and thanked director Taylor Hackford.	entertainment
3225	Mawson, Travis, Mkandawire, James, Robinson, Daniel Williams, Stanley, Hyde (Pitman 105), Purdie (Mills 83), Brown, Stansfield (Green 102).Daniel Williams 72.Danny Williams equalised for the hosts after 72 minutes with a crisp finish from just insist the penalty box.Rigoglioso 59.Subs Not Used: Smith, Scott.	sport
143	Cadbury said its underlying sales were up by 4% in 2004.Cadbury said it was confident it would hit its targets for 2005.Growth was helped by its confectionery brands - including Cadbury, Trident and Halls - which enjoyed a "successful" year, with like-for-like sales up 6%.The modest profit rise had been expected by analysts after the company said in December that the poor summer weather had hit soft drink sales in Europe.Cadbury Schweppes employs more than 50,000 people worldwide, with about 7,000 in the UK.	business
4097	Many of the sites that Google lists are also taking online donations.Many people are making donations via websites or going online to see how they can get involved with aid efforts.On its famously sparse homepage Google has placed a link that leads users to a list of sites where donations can be made.Auction site eBay is giving a list of sites that people can either donate directly to, divert a portion of their profits from anything they sell on eBay to the listed organisations or simply buy items that direct cash to those in the list.An umbrella organisation called the Disasters Emergency Committee (DEC) has been set up by a coalition of 12 charities and has been taking many donations via its specially created website.The site has so far received almost £8 million, with more than 11,000 donations being made online every hour.High-profile web portals such as Google, Yahoo, Ebay and Amazon are gathering links that lead people to aid and relief organisations.Anti-fraud organisations are warning about e-mails that are starting to circulate which try to convince people to send money directly to them rather than make donations via aid agencies.	tech
132	Belgian brewing giant Inbev has seen its profits soar thanks to its acquisition of Brazil's biggest beer firm Ambev last year.The performance comes on sales up 21% at 8.6bn euros.The acquisition meant its sales by volume grew 57% in 2004, with four months of Ambev sales accounting for almost all of the increase.In contrast, Inbev's European business saw volume sales fall 2.5%, although Central and Eastern European sales rose 12%.Ambev boosted its share of Brazil's beer market from 62% at the end of 2003 to more than 68% by December 2004, Inbev reported.	business
2153	But he said it was yet to be seen if Mr Clarke could deliver "a fair and efficient asylum system".Conservative shadow home secretary David Davis said the government had failed to remove 250,000 failed asylum seekers from the UK and limits on economic migrants had been a "shambles".Home Secretary Charles Clarke wants to introduce a points system for economic migrants and increase deportations of failed asylum seekers.Mr Blair told BBC Radio 4's Westminster Hour: "We should cut the number or increase it depending on the country's needs... "The public are worried about this, they are worried rightly, because there are abuses of the immigration and asylum system."Liberal Democrat home affairs spokesman Mark Oaten said Labour was right to reject the Tories' idea of quotas on asylum.Tony Blair has said people are right to be concerned about abuses of the system but there is no "magic bullet".Tory proposals to cap the number of asylum seekers and process all claims abroad would not work, argued Mr Blair.The government's new five-year plan is designed to show how Labour would reform immigration and asylum controls if it wins the election, expected to be held in May.	politics
1110	He was driving Shakur's car at the time and was shot in the head.She was later released.Rap mogul Marion "Suge" Knight has been arrested for violating his parole after he was allegedly found with marijuana.Mr Knight, 39, was jailed in October 1996 following his involvement in a fight with a rival gang just hours before rapper Tupac Shakur was killed in a Las Vegas drive-by shooting.Police said Mr Knight was stopped on Saturday after performing an illegal U-turn and a search of his car allegedly found marijuana.He was arrested in Barstow, California, on Saturday following an alleged traffic offence.	entertainment
180	The US dollar has dropped against major currencies on concerns that central banks may cut the amount of dollars they hold in their foreign reserves.South Korea, which has about $200bn in foreign reserves, said it plans instead to boost holdings of currencies such as the Australian and Canadian dollar.At 1300 GMT, the euro was up 0.9% on the day at 1.3187 euros per US dollar.On Tuesday, traders in Asia said that both South Korea and Taiwan had withdrawn their bids to buy dollars at the start of the session.A report last month already showed that the dollar was losing its allure as a currency that offered rock-steady returns and stability.Compiled by Central Banking Publications and sponsored by the UK's Royal Bank of Scotland, the survey found 39 nations out of 65 questioned were increasing their euro holdings, with 29 cutting back on the US dollar.	business
4212	Dr Bjorn said that people also used their camera phones in very different ways to film and even digital cameras.However, he said, now 45% of the Japanese people Ericsson questioned use their camera phone at least once a month.Dr Bjorn said that early reports of camera phone usage in Japan seemed to imply that the innovation was going to be a flop.Dr Bjorn said that although consumers do what they always did but use a phone to do it, the sheer variety of what the new handset technologies make possible does gradually drive new habits and lifestyles.For the study, Ericsson interviewed 14,000 mobile phone owners on the ways they use their phone.Dr Bjorn said groups dubbed "pioneers" and "materialists" were most interested in trying new things and were behind the start of many trends in phone use.By contrast, he said, camera phones were being used much more to capture a moment and were being woven into everyday life.While diaries have always been popular, a mobile phone -- especially one equipped with a camera -- helps them keep it in a different form."Historically in the industry there has been too much focus on using technology," said Dr Michael Bjorn, senior advisor on mobile media at Ericsson's consumer and enterprise lab.Another factor governing the speed of change in mobile phone use was the simple speed with which new devices are bought by pioneers and materialists.One good example of this was diary-writing among younger people, he said."They just move the activity into the mobile phone as it's a much more convenient way to do it.""People's habits remain the same," said Dr Bjorn.	tech
417	Shares in UK banking group Barclays have risen on Monday following a weekend press report that it had held merger talks with US bank Wells Fargo.A tie-up between Barclays and California-based Wells Fargo would create the world's fourth biggest bank, valued at $180bn (£96bn).UK banking icon Barclays was founded more than 300 years ago; it has operations in over 60 countries and employs 76,200 staff worldwide.Barclays has declined to comment on the report in the Sunday Express, saying it does not respond to market speculation.In 2003, Barclays reported a 20% rise in pre-tax profits to £3.8bn, and it has recently forecast similar gains in 2004, predicting that full year pre-tax profits would rise 18% to £4.5bn.	business
3486	The Australian was not to be denied and a disheartened Roddick made little impact in the fourth set as Hewitt raced to victory, sending the Melbourne crowd wild and ensuring the final will be a huge occasion."I've always said I'd do anything to get in the first night final at the Australian Open."It just took one jackass to shout out," said Roddick, adding that the crowd overall was "very respectful".Again Roddick broke first and again Hewitt fought back, taking the lead with a superb backhand pass.That energised the crowd but Roddick was not finished and raced 4-1 clear in the crucial third before Hewitt pegged him back and forced another tie-break.Lleyton Hewitt kept his dream of an Australian Open title alive with a four-set win over Andy Roddick in Friday's second semi-final.Hewitt is the first Australian to make the final since Pat Cash lost to Mats Wilander in 1988, but faces a huge challenge against Safin - the conqueror of Roger Federer."It's awesome," said Hewitt.Hewitt fought back from a set down and trailed in both tie-breaks but would not be denied, thrilling the Melbourne crowd with a typically battling effort.Roddick was furious with himself for failing to take advantage of leads in both tie-breaks.	sport
3193	Real Madrid are closing in on a £2m deal for Everton's Thomas Gravesen after the Dane's agent travelled to Spain to hold talks about a move.The 28-year-old's contract expires in the summer, but Real want a quick deal.Everton must weigh up whether it is worth taking the money on offer for Real and risk their own ambitions for European football.Manager David Moyes has defiantly claimed that he expects Gravesen to still be at Everton when the transfer window closes at the end of January.Everton must decide whether to cash in now on the Denmark midfield man, or risk losing him for nothing in the summer.Sivabaek added: "I will be meeting Real on Wednesday.	sport
488	The budget deficit hit a record $412bn in the 12 months to 30 September 2004, after reaching $377bn in the previous fiscal year.The US budget deficit is set to hit a worse-than-expected $368bn (£197bn) this year, officials said on Tuesday.Past Congressional Budget Office (CBO) forecasts said there would be a $348bn shortfall in the 2005 fiscal year.The cost of military operations still needs to be factored in, with analysts saying the deficit could end up a further $100bn in the red.The CBO also forecast a total shortfall of $855bn for the years from 2006 to 2015, an improvement on previous projections.In November, the gap between US exports and imports widened to more than $60bn, a record figure.	business
2007	Mr Blair said that whether the public chose Michael Howard or Mr Kennedy, it would result in "a Tory government not a Labour government and a country that goes back and does not move forward".Tory co-chairman Liam Fox was speaking after Mr Blair told Labour members the Tories offered a "hard right agenda".Dr Fox refused to discuss weekend newspaper reports that the party had repaid £500,000 to former Tory Treasurer Lord Ashcroft after he said the party could not win the election.The Lib Dems accuse Mr Blair of making a "touchy-feely" speech to Labour delegates which will not help him regain public trust.The Tory co-chairman attacked Labour's six new pledges as "vacuous" and said Mr Blair was very worried voters would take revenge for his failure to deliver.Dr Fox accused Mr Blair and other Cabinet ministers of telling lies about their opponents' policies and then attacking the lies.In what was seen as a highly personal speech in Gateshead on Sunday, Mr Blair said: "I have the same passion and hunger as when I first walked through the door of 10 Downing Street."Meanwhile Lib Dem leader Charles Kennedy is expected to attack Mr Blair's words as he begins a nationwide tour on Monday.He would not discuss reports the party repaid £500,000 to Lord Ashcroft after he predicted an election defeat.	politics
320	There are now 27 countries seeking membership of the WTO.The World Trade Organisation (WTO) is to hold membership talks with both Iraq and Afghanistan.But several nations criticised the approach, and European Union ambassador to the WTO, Carlo Trojan, said Iran's application "must be treated independently of political issues".Before the process gets under way, all 148 WTO members must give their backing to applicant countries.Membership of the Geneva-based WTO helps guarantee a country's goods receives equal treatment in the markets of other member states - a policy which has seen it become closely associated with globalisation.But Iran's bid to join the trade body has been refused after the US blocked its application for the 21st time.	business
3069	The Olympic champion set a new indoor personal best of 22.38 seconds - the fastest time in the world this season.The Olympic 5,000m champion was inside record pace but dropped off over the final third, finishing in eight minutes, 33.05 seconds - the fourth fastest time ever recorded for the event.Lagat settled for silver behind El Guerrouj in Athens and was almost four seconds short of the Moroccan's world best, clocking 3:35.27 in Birmingham.Double Olympic champion Kelly Holmes was back to her best as she comfortably won the 1,000m at the Norwich Union Birmingham Indoor Grand Prix.World 100m champion Kim Collins clinched second spot ahead of world 60m record holder and Scott's training partner Maurice Greene.won the men's event with a season's best of 7.95m, taking the scalp of world indoor champion Savante Stringfellow of the USA.The Olympic heptathlon gold medallist reached 6.66m to better Johnson's mark of 6.52m - her second personal best inside a week.The 34-year-old, running only her second competitive race of the season, shook off the rust to win in two minutes, 35.39 seconds.World indoor champion, Alleyne Francique, faded badly and finished in fourth while American duo Jerry Harris and James Davis took second and third respectively.It was Isinbayeva's 11th world record - indoors or out - since July 2003.Belgian Kim Gevaert, who will be one of the favourites for next month's European title, took second while American Muna Lee was third."I was quite surprised because I didn't think I'd end up with second place," said Johnson, who wore London's 2012 Olympic bid slogan, "Back the Bid", on her shorts.The Olympic champion set a new world mark of 4.88m to break her own record - which she set just six days ago - and beat Russian rival Svetlana Feofanova.The Olympic 10,000m champion had comfortably led the men's two mile race after his younger brother Tariku had set the pace."And I was very disappointed as I know I'm capable of doing better."Jamaica's  stormed to a personal best of 7.13 seconds to claim the women's 60m sprint.	sport
3006	In the men's 60m, former Olympic 100m champion Maurice Greene could only finish second to Leonard Scott.It was the Russian's 12th world record of her career and came just a few days after she cleared 4.88m at the Norwich Union Grand Prix in Birmingham.It was Greene's second consecutive defeat at the hands of his fellow American, who also won in Birmingham last week.	sport
3215	That victory for Angola also marked a first defeat in 14 years for Zambia at Lusaka's Independence stadium, where Saturday's game is being played.Bwalya said: "Nothing short of victory will do."However Bwalya warned his side not to be too complacent.They were prevented from a third straight win by Angola who knocked out the Zambians at the semi-final stage in 1999.Zambia have shown their determination to win this final by recalling nine of their foreign-based players.Zambia's technical director, Kalusha Bwalya is confident and cautious ahead of the Cosafa Cup final against Angola on Saturday in Lusaka.	sport
3059	Diane Allahgreen has been our best hurdler for some time now and I think she was surprised to be beaten by Sarah.But what was great about Sunday's performance was that she was under pressure to produce the goods when it counted.The event has moved on immensely since Janine has been away and if there was more domestic competition I think that would help her.A lot of the athletes said the runway was not very helpful, so for Phillips to jump like that is a good performance.It was good to see athletes beginning to make steps forward, to see a few new faces and there were lots of personal bests kicking around.The best performance on the track for me was Sarah Claxton's win in the 60m hurdles.He feels he is in great shape and has some big jumps inside him - but then Phillips always has.In the women's race, Jeanette Kwayke was hoping to run against defending champion Joice Maduaka.In the men's race on Saturday, Allan Scott was right in there and there is definitely more to come from him.She picked up three personal bests in the long jump, high jump and 60m hurdles and you can't ask for more than that.Findlay is a Londoner who has chosen to represent Trinidad and Tobago but has never run for them so he could still compete for Great Britain.I had a chat with him before the competition and he was really looking forward to getting out there.Well, I think we could be heading to the European Championships with half a dozen medal prospects.I chatted to him afterwards and he knows it was an off-day for him.	sport
304	Bombardier said restructuring plans drawn up by Mr Tellier's would continue to be implemented.Mr Tellier had indicated he wanted to stay at the world's top train maker and third largest manufacturer of civil aircraft until the restructuring was complete."I understand the board's concern that I would not be there for the long-term and the need to develop and execute strategies, and the need to reshape the management structure at this time," Mr Tellier said in a statement on Monday.Earlier this month the firm said it earned $10m (£19.2m) in the third quarter, down from a profit of $133m a year ago.Under Mr Tellier's tenure at the company, which began in January 2003, plans to cut the worldwide workforce of 75,000 by almost a third by 2006 were announced.	business
2	The dollar has hit its highest level against the euro in almost three months after the Federal Reserve head said the US trade deficit is set to stabilise.China's currency remains pegged to the dollar and the US currency's sharp falls in recent months have therefore made Chinese export prices highly competitive.Market concerns about the deficit has hit the greenback in recent months."I think the chairman's taking a much more sanguine view on the current account deficit than he's taken for some time," said Robert Sinche, head of currency strategy at Bank of America in New York.The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments."He's taking a longer-term view, laying out a set of conditions under which the current account deficit can improve this year and next."	business
3478	Kim Clijsters has denied reports that she has pulled out of January's Australian Open because of her persistent wrist injury.Dokic has not played in the Australian Open since 2001 when she lost in the first round.Four-time champion Monica Seles, who has not played since last year's French Open, is another absentee because of an injured left foot.But the 21-year-old would have had to rely on a wild card next season because her ranking has tumbled to 127th.Meanwhile, Jelena Dokic, who used to compete for Australia, has opted out of the first Grand Slam of the season.	sport
499	The rest would come from its parent company, China Aviation Oil Holding Company in Beijing.Scandal-hit jet fuel supplier China Aviation Oil has offered to repay its creditors $220m (£117m) of the $550m it lost on trading in oil futures.Chen Jiulin, chief executive of China Aviation Oil (CAO), was arrested by at Changi Airport by Singapore police on 8 December.Of the immediate payment, the firm - China's biggest jet fuel supplier - said it would be paying $30m out of its own resources.The firm had been betting heavily on a fall in the price of oil during October, but prices rose sharply instead.	business
2365	In his Budget statement, the chancellor said the first 12,500 civil service jobs had been cut, on target.Unions oppose the plans but Mr Brown said £2bn savings had already been made and more jobs had been cut than had been expected at this stage.Chancellor Gordon Brown said 12,500 jobs had gone while 7,800 were being moved out of the South East.Thousands of civil service jobs have already been cut or moved out of London as part of a major cost-cutting drive.Mark Serwotka, the leader of the Public and Commercial Services Union said: "In last year's budget we had the day of the long knifes as the chancellor kicked off the crude game of who could cut the most civil service jobs between the government and the Tories.A further 200 jobs at the Department of the Environment, Food and Rural Affairs have been earmarked to be cut.	politics
3151	Victory took Real to within six points of leaders Barcelona and Owen is confident Real can close the gap.Michael Owen revelled in his return to the to the Real Madrid starting line-up and inspired a 3-1 win over Real Betis on Wednesday by scoring the first goal."I felt good all though the game and it is obvious that I am happy to have scored another goal.Real had lost their previous two league games."It is only six points between Barcelona and us and that is nothing.Owen has scored nine league goals, one behind Real's top scorer Ronaldo.	sport
